1	1	1	1
5.1	0	0	-20
5.102	0	0	-20
5.104	0	0	-20
5.106	0	0	-20
5.108	0	0	-20
5.11	0	0	-20
5.112	0	0	-20
5.114	0	0	-20
5.116	0	0	-20
5.118	0	0	-20
5.12	0	0	-20
5.122	0	0	-20
5.124	0	0	-20
5.126	0	0	-20
5.128	0	0	-20
5.13	0	0	-20
5.132	0	0	-20
5.134	0	0	-20
5.136	0	0	-20
5.138	0	0	-20
5.14	0	0	-20
5.142	0	0	-20
5.144	0	0	-20
5.146	0	0	-20
5.148	0	0	-20
5.15	0	0	-20
5.152	0	0	-20
5.154	0	0	-20
5.156	0	0	-20
5.158	0	0	-20
5.16	0	0	-20
5.162	0	0	-20
5.164	0	0	-20
5.166	0	0	-20
5.168	0	0	-20
5.17	0	0	-20
5.172	0	0	-20
5.174	0	0	-20
5.176	0	0	-20
5.178	0	0	-20
5.18	0	0	-20
5.182	0	0	-20
5.184	0	0	-20
5.186	0	0	-20
5.188	0	0	-20
5.19	0	0	-20
5.192	0	0	-20
5.194	0	0	-20
5.196	0	0	-20
5.198	0	0	-20
5.2	0	0	-20
5.202	0	0	-20
5.204	0	0	-20
5.206	0	0	-20
5.208	0	0	-20
5.21	0	0	-20
5.212	0	0	-20
5.214	0	0	-20
5.216	0	0	-20
5.218	0	0	-20
5.22	0	0	-20
5.222	0	0	-20
5.224	0	0	-20
5.226	0	0	-20
5.228	0	0	-20
5.23	0	0	-20
5.232	0	0	-20
5.234	0	0	-20
5.236	0	0	-20
5.238	0	0	-20
5.24	0	0	-20
5.242	0	0	-20
5.244	0	0	-20
5.246	0	0	-20
5.248	0	0	-20
5.25	0	0	-20
5.252	0	0	-20
5.254	0	0	-20
5.256	0	0	-20
5.258	0	0	-20
5.26	0	0	-20
5.262	0	0	-20
5.264	0	0	-20
5.266	0	0	-20
5.268	0	0	-20
5.27	0	0	-20
5.272	0	0	-20
5.274	0	0	-20
5.276	0	0	-20
5.278	0	0	-20
5.28	0	0	-20
5.282	0	0	-20
5.284	0	0	-20
5.286	0	0	-20
5.288	0	0	-20
5.29	0	0	-20
5.292	0	0	-20
5.294	0	0	-20
5.296	0	0	-20
5.298	0	0	-20

